Scene Name,Region #,Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room,Weighted Room Proposal
00023-zepmXAdrpjR,4,0,11,0,0,1,0,0,1,0,0,13, Bedroom
00023-zepmXAdrpjR,5,0,11,0,0,1,0,0,0,0,0,21, Bedroom
00023-zepmXAdrpjR,6,0,11,0,0,0,0,0,0,0,0,14, Bedroom
00023-zepmXAdrpjR,7,0,0,0,0,0,8,0,0,0,0,20, Kitchen
00023-zepmXAdrpjR,8,0,0,0,0,0,0,3,0,0,0,25, Laundry room
00023-zepmXAdrpjR,9,0,0,0,0,0,0,0,1,0,0,39, Living room
00023-zepmXAdrpjR,10,0,0,0,0,0,0,0,2,0,0,20, Living room
00023-zepmXAdrpjR,11,0,0,0,0,1,0,0,0,0,0,18, Hall/stairwell
00025-ixTj1aTMup2,0,0,10,0,0,0,0,0,0,0,0,16, Bedroom
00025-ixTj1aTMup2,1,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00025-ixTj1aTMup2,2,0,10,0,0,0,0,0,0,0,0,15, Bedroom
00025-ixTj1aTMup2,3,0,0,0,0,0,0,0,0,2,0,10, Office
00025-ixTj1aTMup2,4,11,0,0,0,0,0,0,0,0,0,10, Bathroom
00025-ixTj1aTMup2,5,0,0,0,0,1,0,0,0,0,0,4, Hall/stairwell
00025-ixTj1aTMup2,6,12,0,0,0,0,0,0,0,0,0,17, Bathroom
00025-ixTj1aTMup2,7,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00025-ixTj1aTMup2,8,4,0,0,0,0,0,0,0,0,0,15, Bathroom
00025-ixTj1aTMup2,9,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00025-ixTj1aTMup2,10,0,0,0,0,0,5,0,3,0,0,45, Kitchen
00025-ixTj1aTMup2,11,0,0,0,0,0,3,0,1,0,0,17, Kitchen
00025-ixTj1aTMup2,12,0,11,0,0,0,0,0,0,0,0,18, Bedroom
00025-ixTj1aTMup2,13,0,11,0,0,0,0,0,0,0,0,17, Bedroom
00025-ixTj1aTMup2,14,0,0,0,0,1,0,0,0,0,0,4, Hall/stairwell
00025-ixTj1aTMup2,15,9,0,0,0,0,0,0,0,0,0,15, Bathroom
00031-Wo6kuutE9i7,0,0,11,0,0,0,0,0,0,0,0,12, Bedroom
00031-Wo6kuutE9i7,1,0,11,0,0,0,0,0,0,0,0,13, Bedroom
00031-Wo6kuutE9i7,2,9,0,0,0,0,0,0,0,0,0,16, Bathroom
00031-Wo6kuutE9i7,3,0,1,0,0,0,0,0,0,0,0,13, Bedroom
00031-Wo6kuutE9i7,4,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00031-Wo6kuutE9i7,5,0,0,0,0,0,7,0,0,0,0,17, Kitchen
00031-Wo6kuutE9i7,6,0,1,0,0,0,0,0,0,0,0,15, Bedroom
00031-Wo6kuutE9i7,7,0,1,0,0,0,0,0,1,0,0,20, Tie: Bedroom & Living room
00031-Wo6kuutE9i7,8,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00033-oPj9qMxrDEa,0,0,0,0,0,0,0,0,0,0,0,16, Unknown room
00033-oPj9qMxrDEa,1,0,0,0,0,0,7,0,2,0,0,53, Kitchen
00033-oPj9qMxrDEa,2,5,0,0,0,0,0,0,0,0,0,22, Bathroom
00033-oPj9qMxrDEa,3,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00033-oPj9qMxrDEa,4,0,10,0,0,0,0,0,0,3,0,20, Bedroom
00033-oPj9qMxrDEa,5,0,10,0,0,0,0,0,0,0,0,18, Bedroom
00033-oPj9qMxrDEa,6,0,0,0,0,0,0,0,0,0,0,24, Unknown room
00033-oPj9qMxrDEa,7,0,1,0,0,0,1,1,0,0,0,19, Tie: Laundry room & Bedroom & Kitchen
00034-6imZUJGRUq4,1,0,0,0,4,2,0,0,0,0,0,23, Garage
00034-6imZUJGRUq4,2,0,0,0,0,0,3,0,1,0,0,33, Kitchen
00034-6imZUJGRUq4,3,0,1,0,0,0,0,0,0,0,0,13, Bedroom
00034-6imZUJGRUq4,4,0,11,0,0,0,0,0,0,0,0,11, Bedroom
00034-6imZUJGRUq4,5,0,11,0,0,0,0,0,0,0,0,16, Bedroom
00034-6imZUJGRUq4,6,2,0,0,0,0,0,0,0,0,0,14, Bathroom
00034-6imZUJGRUq4,7,1,0,0,0,0,0,0,0,0,0,15, Bathroom
00034-6imZUJGRUq4,8,0,0,0,0,2,0,1,0,0,0,30, Hall/stairwell
00034-6imZUJGRUq4,9,0,10,0,2,0,1,0,1,0,1,27, Bedroom
00035-3XYAD64HpDr,0,0,0,0,0,0,0,0,1,0,0,33, Living room
00035-3XYAD64HpDr,1,0,0,0,0,0,5,0,0,0,0,17, Kitchen
00035-3XYAD64HpDr,2,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00035-3XYAD64HpDr,3,0,0,0,0,0,0,0,0,0,0,10, Unknown room
00035-3XYAD64HpDr,4,0,0,0,0,1,0,0,0,0,0,11, Hall/stairwell
00035-3XYAD64HpDr,5,0,12,0,0,0,0,0,0,0,0,16, Bedroom
00035-3XYAD64HpDr,6,3,0,0,0,0,0,0,0,0,0,16, Bathroom
00035-3XYAD64HpDr,7,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00035-3XYAD64HpDr,8,0,1,0,0,0,0,0,0,2,1,29, Office
00035-3XYAD64HpDr,9,0,11,0,0,0,0,0,1,0,0,21, Bedroom
00035-3XYAD64HpDr,10,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00035-3XYAD64HpDr,11,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00035-3XYAD64HpDr,12,2,0,0,0,0,0,0,0,0,0,5, Bathroom
00035-3XYAD64HpDr,13,2,0,0,0,0,0,0,0,0,0,7, Bathroom
00043-Jfyvj3xn2aJ,1,4,0,0,0,0,0,0,0,0,0,8, Bathroom
00043-Jfyvj3xn2aJ,2,0,0,0,0,0,0,0,0,0,0,22, Unknown room
00043-Jfyvj3xn2aJ,3,0,0,0,0,0,0,0,0,1,1,25, Tie: Office & Rec room
00043-Jfyvj3xn2aJ,4,0,0,2,0,0,1,0,0,0,1,35, Dining room
00043-Jfyvj3xn2aJ,5,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00043-Jfyvj3xn2aJ,6,0,0,0,0,2,0,0,0,0,0,10, Hall/stairwell
00043-Jfyvj3xn2aJ,7,15,0,0,0,0,0,0,0,0,0,29, Bathroom
00043-Jfyvj3xn2aJ,8,0,11,0,0,0,0,0,0,2,2,16, Bedroom
00043-Jfyvj3xn2aJ,9,0,11,0,0,0,0,0,0,2,0,11, Bedroom
00043-Jfyvj3xn2aJ,10,0,11,0,0,1,0,0,0,2,0,19, Bedroom
00043-Jfyvj3xn2aJ,11,0,0,0,1,0,0,0,0,0,0,37, Garage
00043-Jfyvj3xn2aJ,12,0,0,0,0,0,0,0,0,0,0,28, Unknown room
00043-Jfyvj3xn2aJ,13,1,0,0,0,0,1,0,0,0,0,12, Tie: Kitchen & Bathroom
00043-Jfyvj3xn2aJ,14,5,0,0,0,0,0,1,0,0,0,18, Bathroom
00043-Jfyvj3xn2aJ,15,10,0,0,0,0,0,0,0,0,0,15, Bathroom
00043-Jfyvj3xn2aJ,16,0,0,0,0,3,0,0,0,0,0,19, Hall/stairwell
00043-Jfyvj3xn2aJ,17,0,0,0,0,0,5,0,0,0,0,21, Kitchen
00043-Jfyvj3xn2aJ,18,0,1,2,0,0,0,0,0,0,0,13, Dining room
00043-Jfyvj3xn2aJ,19,0,0,0,0,0,0,0,2,0,0,22, Living room
00055-HxmXPBbFCkH,1,0,10,0,0,0,1,0,0,2,0,22, Bedroom
00055-HxmXPBbFCkH,2,0,0,0,0,2,0,0,0,0,0,5, Hall/stairwell
00055-HxmXPBbFCkH,3,0,11,0,0,0,0,0,0,0,0,19, Bedroom
00055-HxmXPBbFCkH,4,0,11,0,0,1,0,0,0,1,0,17, Bedroom
00055-HxmXPBbFCkH,5,1,0,0,0,0,0,0,0,0,0,9, Bathroom
00055-HxmXPBbFCkH,6,4,0,0,0,0,0,0,0,0,0,14, Bathroom
00055-HxmXPBbFCkH,7,0,13,0,0,0,0,0,0,0,0,13, Bedroom
00055-HxmXPBbFCkH,8,0,0,0,1,0,0,2,0,0,0,24, Laundry room
00055-HxmXPBbFCkH,9,0,1,0,0,2,0,0,0,0,0,11, Hall/stairwell
00055-HxmXPBbFCkH,10,0,0,0,0,0,8,0,0,0,0,17, Kitchen
00055-HxmXPBbFCkH,11,0,0,0,0,0,0,0,1,1,0,18, Tie: Office & Living room
00057-1UnKg1rAb8A,0,0,0,0,0,0,3,0,1,0,0,36, Kitchen
00057-1UnKg1rAb8A,1,1,0,0,0,0,0,0,0,0,0,16, Bathroom
00057-1UnKg1rAb8A,2,0,0,0,0,1,0,1,0,0,0,20, Tie: Laundry room & Hall/stairwell
00057-1UnKg1rAb8A,3,0,11,0,0,0,0,0,1,0,0,21, Bedroom
00057-1UnKg1rAb8A,4,0,13,0,0,0,0,0,0,0,0,20, Bedroom
00057-1UnKg1rAb8A,5,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00057-1UnKg1rAb8A,6,3,0,0,0,0,0,0,0,0,0,18, Bathroom
00057-1UnKg1rAb8A,7,6,0,0,0,0,0,0,0,0,0,16, Bathroom
00057-1UnKg1rAb8A,8,0,0,0,0,0,0,0,0,1,0,33, Office
00057-1UnKg1rAb8A,9,0,14,0,0,0,0,0,0,0,0,23, Bedroom
00059-kJxT5qssH4H,0,6,0,0,0,0,0,0,0,0,0,12, Bathroom
00059-kJxT5qssH4H,1,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00059-kJxT5qssH4H,2,1,10,0,0,0,0,0,2,0,0,27, Bedroom
00059-kJxT5qssH4H,3,0,0,0,0,1,0,0,0,2,0,28, Office
00059-kJxT5qssH4H,4,4,0,0,0,0,0,0,0,0,0,9, Bathroom
00059-kJxT5qssH4H,5,0,10,0,0,0,0,0,1,2,0,21, Bedroom
00059-kJxT5qssH4H,6,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00059-kJxT5qssH4H,7,4,0,0,0,0,0,0,0,0,0,14, Bathroom
00062-ACZZiU6BXLz,0,0,13,0,0,0,0,0,0,0,0,16, Bedroom
00062-ACZZiU6BXLz,1,1,0,0,0,0,0,0,0,0,0,9, Bathroom
00062-ACZZiU6BXLz,2,11,0,0,0,0,0,0,0,0,0,11, Bathroom
00062-ACZZiU6BXLz,3,0,0,0,0,0,0,0,0,0,0,9, Unknown room
00062-ACZZiU6BXLz,4,0,13,0,0,0,0,0,0,0,0,15, Bedroom
00062-ACZZiU6BXLz,5,0,11,0,0,0,0,0,0,0,0,14, Bedroom
00062-ACZZiU6BXLz,6,5,0,0,0,0,0,0,0,0,0,12, Bathroom
00062-ACZZiU6BXLz,7,0,0,0,0,2,0,0,0,0,0,11, Hall/stairwell
00062-ACZZiU6BXLz,8,0,0,0,0,0,0,0,0,0,0,1, Unknown room
00062-ACZZiU6BXLz,9,0,0,0,0,0,0,0,1,0,0,18, Living room
00062-ACZZiU6BXLz,10,0,0,0,0,0,7,0,1,0,0,23, Kitchen
00062-ACZZiU6BXLz,11,0,0,2,0,1,0,0,0,0,0,12, Dining room
00062-ACZZiU6BXLz,12,0,12,0,0,0,0,0,0,0,0,14, Bedroom
00062-ACZZiU6BXLz,13,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00062-ACZZiU6BXLz,14,7,0,0,0,0,0,1,0,0,0,15, Bathroom
00064-gQgtJ9Stk5s,0,0,0,0,0,0,0,0,3,1,0,55, Living room
00064-gQgtJ9Stk5s,1,0,0,0,0,0,0,0,0,0,0,33, Unknown room
00064-gQgtJ9Stk5s,2,0,0,0,0,0,0,0,0,0,0,5, Unknown room
00064-gQgtJ9Stk5s,3,0,1,0,0,0,0,0,0,2,0,26, Office
00064-gQgtJ9Stk5s,4,0,0,0,0,1,9,0,0,0,0,26, Kitchen
00064-gQgtJ9Stk5s,5,0,1,0,0,1,0,0,0,0,0,15, Tie: Bedroom & Hall/stairwell
00064-gQgtJ9Stk5s,6,2,0,0,0,0,0,0,0,0,0,12, Bathroom
00064-gQgtJ9Stk5s,7,0,0,0,0,0,4,0,0,0,0,15, Kitchen
00064-gQgtJ9Stk5s,8,0,0,0,0,0,0,0,0,0,0,19, Unknown room
00064-gQgtJ9Stk5s,9,0,13,0,0,1,0,0,0,0,0,16, Bedroom
00064-gQgtJ9Stk5s,10,0,11,0,0,0,0,0,0,1,0,32, Bedroom
00064-gQgtJ9Stk5s,11,4,0,0,0,0,0,0,0,0,0,12, Bathroom
00064-gQgtJ9Stk5s,12,4,0,0,0,0,0,0,0,0,0,10, Bathroom
00064-gQgtJ9Stk5s,13,0,11,0,0,0,0,0,0,2,0,23, Bedroom
00064-gQgtJ9Stk5s,14,0,12,0,0,0,0,0,0,0,0,26, Bedroom
00064-gQgtJ9Stk5s,15,8,0,0,0,0,0,0,0,0,0,10, Bathroom
00064-gQgtJ9Stk5s,16,0,10,0,0,0,0,0,0,3,0,39, Bedroom
00064-gQgtJ9Stk5s,17,4,0,0,0,0,0,0,0,0,0,23, Bathroom
00064-gQgtJ9Stk5s,18,0,1,0,0,2,0,0,1,1,2,39, Tie: Hall/stairwell & Rec room
00064-gQgtJ9Stk5s,19,0,0,0,0,1,0,0,0,1,2,31, Rec room
00064-gQgtJ9Stk5s,20,0,11,0,0,1,0,0,0,1,0,42, Bedroom
00081-5biL7VEkByM,0,0,12,0,0,0,0,0,1,1,0,21, Bedroom
00081-5biL7VEkByM,1,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00081-5biL7VEkByM,2,5,0,0,0,0,0,0,0,0,0,12, Bathroom
00081-5biL7VEkByM,3,0,11,0,0,0,0,0,0,1,0,30, Bedroom
00081-5biL7VEkByM,5,0,1,0,0,1,0,0,1,0,0,36, Tie: Bedroom & Living room & Hall/stairwell
00081-5biL7VEkByM,7,0,0,0,0,0,5,0,0,0,0,22, Kitchen
00081-5biL7VEkByM,8,1,0,0,0,0,0,0,0,0,0,14, Bathroom
00081-5biL7VEkByM,9,0,0,0,0,0,0,0,0,0,0,13, Unknown room
00081-5biL7VEkByM,10,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00081-5biL7VEkByM,11,0,0,0,0,0,0,0,1,0,0,19, Living room
00081-5biL7VEkByM,12,0,0,0,0,0,0,0,0,1,0,21, Office
00081-5biL7VEkByM,13,0,12,0,0,0,0,0,0,0,0,15, Bedroom
00081-5biL7VEkByM,14,7,0,0,0,0,0,0,0,0,0,18, Bathroom
00081-5biL7VEkByM,15,7,0,0,0,0,0,0,0,1,0,34, Bathroom
00081-5biL7VEkByM,17,0,0,0,0,1,0,0,0,0,0,14, Hall/stairwell
00081-5biL7VEkByM,19,0,0,0,0,0,0,0,0,0,0,20, Unknown room
00081-5biL7VEkByM,20,0,0,0,0,0,0,0,0,0,0,4, Unknown room
00081-5biL7VEkByM,21,0,0,0,0,0,0,2,0,0,0,28, Laundry room
00087-YY8rqV6L6rf,0,0,13,0,0,0,0,0,0,0,0,15, Bedroom
00087-YY8rqV6L6rf,1,0,11,0,0,0,0,0,0,0,0,17, Bedroom
00087-YY8rqV6L6rf,2,0,12,0,0,0,0,0,0,0,0,26, Bedroom
00087-YY8rqV6L6rf,3,8,0,0,0,0,0,0,0,0,0,17, Bathroom
00087-YY8rqV6L6rf,4,5,0,0,0,0,0,0,0,0,0,10, Bathroom
00087-YY8rqV6L6rf,5,0,0,1,0,0,11,0,0,0,0,21, Kitchen
00087-YY8rqV6L6rf,6,0,0,0,0,0,0,0,0,0,0,15, Unknown room
00087-YY8rqV6L6rf,7,0,0,0,0,0,0,0,0,0,0,7, Unknown room
00087-YY8rqV6L6rf,8,0,0,0,0,0,0,0,0,0,0,11, Unknown room
00087-YY8rqV6L6rf,9,0,0,2,0,0,0,0,2,0,0,35, Tie: Dining room & Living room
00087-YY8rqV6L6rf,10,0,0,0,0,0,0,0,0,0,0,6, Unknown room
00087-YY8rqV6L6rf,11,0,0,0,2,0,0,2,0,0,0,59, Tie: Laundry room & Garage
00096-6HRFAUDqpTb,1,3,0,0,0,0,0,0,0,0,0,13, Bathroom
00096-6HRFAUDqpTb,2,0,11,0,0,0,0,0,0,0,0,19, Bedroom
00096-6HRFAUDqpTb,3,0,0,0,0,0,0,0,0,0,0,8, Unknown room
00096-6HRFAUDqpTb,4,0,10,0,0,0,0,0,0,0,0,17, Bedroom
00096-6HRFAUDqpTb,5,0,10,0,0,0,0,0,0,4,0,16, Bedroom
00096-6HRFAUDqpTb,6,3,0,0,0,0,0,0,0,0,0,8, Bathroom
00096-6HRFAUDqpTb,7,0,0,2,0,3,7,0,1,0,0,42, Kitchen
00096-6HRFAUDqpTb,8,0,0,0,0,0,0,0,1,0,1,25, Tie: Living room & Rec room
00096-6HRFAUDqpTb,9,0,0,0,0,0,0,0,1,0,0,13, Living room
00096-6HRFAUDqpTb,10,0,0,0,0,0,0,0,1,0,0,20, Living room
00096-6HRFAUDqpTb,11,7,0,0,0,0,0,1,0,0,0,19, Bathroom
00096-6HRFAUDqpTb,12,0,0,0,0,1,0,0,0,0,0,7, Hall/stairwell
00096-6HRFAUDqpTb,13,0,0,0,0,0,0,0,0,0,3,31, Rec room
00099-226REUyJh2K,0,4,0,0,0,0,0,0,0,0,0,14, Bathroom
00099-226REUyJh2K,1,0,12,0,0,0,0,0,0,1,0,12, Bedroom
00099-226REUyJh2K,2,0,0,0,0,0,0,0,1,0,0,28, Living room
00099-226REUyJh2K,3,0,0,0,0,0,3,0,0,0,0,17, Kitchen
00099-226REUyJh2K,4,0,1,0,0,0,0,0,0,0,0,7, Bedroom
00099-226REUyJh2K,5,3,0,0,0,0,0,1,0,0,0,11, Bathroom
00099-226REUyJh2K,6,0,11,0,0,0,0,0,0,0,0,18, Bedroom
00099-226REUyJh2K,7,0,12,0,0,0,0,0,0,0,0,14, Bedroom
00099-226REUyJh2K,8,5,0,0,0,0,0,0,0,0,0,15, Bathroom
00099-226REUyJh2K,9,5,0,0,0,0,0,0,0,0,0,12, Bathroom
00105-xWvSkKiWQpC,0,0,0,0,0,0,0,0,0,3,0,47, Office
00105-xWvSkKiWQpC,1,0,0,0,0,0,1,0,2,2,0,55, Tie: Office & Living room
00105-xWvSkKiWQpC,2,2,0,0,0,0,0,0,0,0,0,22, Bathroom
00105-xWvSkKiWQpC,3,0,0,0,0,0,3,0,0,0,0,20, Kitchen
00105-xWvSkKiWQpC,4,0,0,0,0,0,0,0,0,0,0,25, Unknown room
00105-xWvSkKiWQpC,5,0,0,0,0,0,0,0,0,0,0,17, Unknown room
00105-xWvSkKiWQpC,6,0,0,0,0,0,0,0,0,3,0,30, Office
00105-xWvSkKiWQpC,7,0,0,0,0,0,5,0,0,0,0,11, Kitchen
00105-xWvSkKiWQpC,8,0,0,0,0,0,0,0,0,2,0,10, Office
